region,asset,listed,name,symbol,update_dttm,last_page,summary,sector,industry,forum
US,Topics,NASDAQ,Keurig Dr Pepper Inc.,KDP,20230110 140553,,"{'company': ['Keurig Dr Pepper Inc.'], 'details': ['Keurig Dr Pepper', 'Keurig', 'Clamato', 'Sunkist', 'A&W', 'RC Cola', 'SunDrop', 'Canada Dry', 'Yoo-Hoo', 'Mott', 'Hawaiian Punch', 'ReaLemon', 'Snapple', 'Vita Coco', 'Schweppes', 'Dr Pepper'], 'execs': ['Ozan Dokmecioglu', 'Dokmecioglu']}",Consumer Defensive,Beverages—Non-Alcoholic,"{'messageBoardId': 'finmb_334622', 'uuid': '385f021e-f690-3f2a-8d31-1901fcfc08f9'}"
US,Topics,NYSE,Korea Electric Power Corporation,KEP,20230109 144240,,"{'company': ['Korea Electric Power Corp'], 'details': ['KEPCO', 'Korea Electric Power'], 'execs': ['Seung Yil Jung', 'Jung']}",Utilities,Utilities—Regulated Electric,"{'messageBoardId': 'finmb_380884', 'uuid': '5855b759-177f-3b8d-b0fa-86236264964f'}"
US,Topics,NYSE,KeyCorp,KEY,20230109 151610,,"{'company': ['KeyCorp'], 'details': ['KeyBank'], 'execs': ['Christopher Gorman', 'Gorman']}",Financial Services,Banks—Regional,"{'messageBoardId': 'finmb_329376', 'uuid': '3b5949e0-c26b-3776-ba47-52a276de9570'}"
US,Topics,NYSE,"Keysight Technologies, Inc.",KEYS,20221230 152237,,"{'company': ['Keysight Technologies, Inc.'], 'details': ['Keysight Technologies'], 'execs': ['Ronald Nersesian', 'Nersesian']}",Technology,Scientific & Technical Instruments,"{'messageBoardId': 'finmb_22666093', 'uuid': '42d0996b-9893-37c0-a7cd-634db653f5b3'}"
US,Topics,NASDAQ,The Kraft Heinz Company,KHC,20221230 155733,,"{'company': ['Kraft Heinz Company'], 'details': ['Kraft Heinz', 'Lunchables', 'Jell-O', ""Wattie's"", 'Ore-Ida', 'Maxwell House', 'Quero', 'Golden Circle', 'Kraft', 'Velveeta', 'KHC', 'Heinz', 'Kool-Aid', 'Oscar Mayer'], 'execs': ['Miguel Patricio', 'Patricio']}",Consumer Defensive,Packaged Foods,"{'messageBoardId': 'finmb_108443', 'uuid': '640a9599-5956-3996-9dc3-b7b8e0bd4d9d'}"
US,Topics,NYSE,Kimco Realty Corporation,KIM,20230102 174108,,"{'company': ['Kimco Realty Corporation', 'KIM'], 'details': ['Kimco Realty', 'Rancho San Marcos Village', 'Tomball Marketplace', 'West Alex-Resi', 'The Marketplace at Factoria', 'Tresure Valley', 'Gladden Farms', 'Randalls Center/Kings Crossing', 'Arcadia Biltmore Plaza', 'Caveness Farms', 'Factoria', 'La Verne Town Center', 'Santee Trolley Square', 'The Shoppes at Caveness Farms', 'Entrada De Oro Plaza', 'Park Hill Plaza'], 'execs': ['Conor Flynn', 'Flynn']}",Real Estate,REIT—Retail,"{'messageBoardId': 'finmb_320371', 'uuid': 'b43f3e15-9c9b-39f3-a639-60763c01483e'}"
US,Topics,NYSE,KKR & Co. Inc.,KKR,20230110 085115,,"{'company': ['KKR & Co. Inc.'], 'details': ['KKR'], 'execs': ['Joseph Bae', 'Bae']}",Financial Services,Asset Management,"{'messageBoardId': 'finmb_21401', 'uuid': '25c89f5a-2d59-3bb9-bdd6-a9dc13423c53'}"
US,Topics,NASDAQ,KLA Corporation,KLAC,20230110 092554,,"{'company': ['KLA Corporation', 'KLA'], 'details': [], 'execs': ['Richard Wallace', 'Wallace']}",Technology,Semiconductor Equipment & Materials,"{'messageBoardId': 'finmb_282225', 'uuid': 'ea2026dc-c4e6-3402-9cad-01bc16897d45'}"
US,Topics,NYSE,Kimberly-Clark Corporation,KMB,20230109 092629,,"{'company': ['Kimberly-Clark Corporation'], 'details': ['Kimberly-Clark', 'WypAll', 'Kleenex', 'K-C Professional', 'Huggies', 'Scottex', 'Neve', 'KleenGuard', 'Intimus', 'Kotex', 'Softex', 'Poise', 'Plenitud', 'Kimtech', 'Andrex', 'Depend', 'DryNites', 'GoodNites', 'U by Kotex', 'Intimus', 'Cottonelle'], 'execs': ['Michael Hsu', 'Hsu']}",Consumer Defensive,Household & Personal Products,"{'messageBoardId': 'finmb_283857', 'uuid': '319f9bda-f839-37ec-9524-26fad07b17fb'}"
US,Topics,NYSE,"Kinder Morgan, Inc.",KMI,20230109 100127,,"{'company': ['Kinder Morgan, Inc.'], 'details': ['Kinder Morgan'], 'execs': ['Steven Kean', 'Kean']}",Energy,Oil & Gas Midstream,"{'messageBoardId': 'finmb_34952431', 'uuid': '1f9d4e32-f8c8-3406-9619-fc743bc7b327'}"
US,Topics,NYSE,"CarMax, Inc.",KMX,20230109 103625,,"{'company': ['CarMax, Inc.', 'CarMax'], 'details': ['CarMax Auto Finance', 'CAF', 'CarMax Sales Operations'], 'execs': ['William Nash', 'Nash']}",Consumer Cyclical,Auto & Truck Dealerships,"{'messageBoardId': 'finmb_356805', 'uuid': 'fd69c52a-0f1b-3128-820f-fb03f8ccac66'}"
US,Topics,NYSE,Knight-Swift Transportation Holdings Inc.,KNX,20230109 114742,,"{'company': ['Knight-Swift Transportation Holdings Inc.'], 'details': ['Knight-Swift Transportation'], 'execs': ['David Jackson', 'Jackson']}",Industrials,Trucking,"{'messageBoardId': 'finmb_334744', 'uuid': '33eba1b5-71fa-3949-b987-dcff311943c4'}"
US,Topics,NYSE,The Coca-Cola Company,KO,20230109 122241,,"{'company': ['The Coca-Cola Company'], 'details': ['Coca-Cola Company', 'Maid Pulpy', 'Ayataka', 'BODYARMOR', 'Gold Peak', 'FUZE TEA', 'glaceau smartwater', 'glaceau', 'Dasani', 'Powerade', 'Minute Maid', 'Sprite', 'Fanta', 'Diet Coke', 'Coca-Cola', 'glaceau vitaminwater', 'Bottling Investments', 'Coca-Cola Zero Sugar', 'AdeS'], 'execs': ['James Quincey', 'Quincey']}",Consumer Defensive,Beverages—Non-Alcoholic,"{'messageBoardId': 'finmb_26642', 'uuid': '5fed318f-9c85-3ad1-b311-20392472c25a'}"
US,Topics,NYSE,The Kroger Co.,KR,20230109 125733,,"{'company': ['The Kroger Co.'], 'details': ['Kroger', 'Big K', 'Check This Out', 'Simple Truth', 'Simple Truth Organic'], 'execs': ['William Rodney McMullen', 'McMullen']}",Consumer Defensive,Grocery Stores,"{'messageBoardId': 'finmb_284342', 'uuid': '38dd815e-66db-30d4-ba2b-876ca442e987'}"
US,Topics,NASDAQ,"Karuna Therapeutics, Inc.",KRTX,20230109 133243,,"{'company': ['Karuna Therapeutics, Inc.'], 'details': [], 'execs': []}",Healthcare,Biotechnology,"{'messageBoardId': 'finmb_134115017', 'uuid': '94ef712e-8642-32d7-afd7-4c98c2966391'}"
US,Topics,NYSE,Loews Corporation,L,20230110 140553,,"{'company': ['Loews Corporation'], 'details': ['Loews Hotels Holding Corporation', 'Boardwalk Pipeline Partners', 'CNA Financial Corporation', 'Loews Hotels', 'Boardwalk Pipeline', 'CNA'], 'execs': ['James Tisch', 'Tisch']}",Financial Services,Insurance—Property & Casualty,"{'messageBoardId': 'finmb_285930', 'uuid': 'd20caec3-b48a-3eef-964c-b4ca81ba2587'}"
US,Topics,NASDAQ,Lamar Advertising Company,LAMR,20230109 144240,,"{'company': ['Lamar Advertising Company'], 'details': ['Lamar Advertising'], 'execs': ['Sean Reilly', 'Reilly']}",Real Estate,REIT—Specialty,"{'messageBoardId': 'finmb_353253', 'uuid': 'fb36e1ad-4006-3d4b-98b3-7f996e35d996'}"
US,Topics,NASDAQ,Liberty Broadband Corporation,LBRDK,20230109 151610,,"{'company': ['Liberty Broadband Corporation'], 'details': ['Liberty Broadband', 'Charter', 'Charter Communications', 'GCI Holdings', 'Alaskans'], 'execs': ['Gregory Maffei', 'Maffei']}",Communication Services,Telecom Services,"{'messageBoardId': 'finmb_263559030', 'uuid': 'e524952d-cd1c-32d4-9f26-4f9f1ce55b97'}"
US,Topics,NASDAQ,Liberty Global plc,LBTYK,20221230 152237,,"{'company': ['Liberty Global plc', 'Liberty Global'], 'details': ['Telenet Group Holding', 'Virgin Media', 'UPC Holding', 'VodafoneZiggo JV', 'VMED O2 JV', 'Telenet Group', 'VodafoneZiggo', 'VMED O2'], 'execs': ['Michael Thomas Fries', 'Fries']}",Communication Services,Telecom Services,"{'messageBoardId': 'finmb_390225', 'uuid': 'c0943023-1bdf-3272-9142-50ee62caa980'}"
US,Topics,NASDAQ,"Lucid Group, Inc.",LCID,20221230 155733,,"{'company': ['Lucid Group, Inc.'], 'details': ['Lucid Air'], 'execs': ['Peter Rawlinson', 'Rawlinson']}",Consumer Cyclical,Auto Manufacturers,"{'messageBoardId': 'finmb_734078', 'uuid': 'ea273a00-cab2-3665-ab4e-09f0c3905677'}"
US,Topics,NYSE,"Leidos Holdings, Inc.",LDOS,20230102 174108,,"{'company': ['Leidos Holdings, Inc.'], 'details': ['Leidos'], 'execs': ['Roger Krone', 'Krone']}",Technology,Information Technology Services,"{'messageBoardId': 'finmb_110741', 'uuid': 'e000b702-39a9-371a-ad83-aefdc778f735'}"
US,Topics,NYSE,Lear Corporation,LEA,20230110 085115,,"{'company': ['Lear Corporation'], 'details': ['Lear'], 'execs': ['Raymond Scott', 'Scott']}",Consumer Cyclical,Auto Parts,"{'messageBoardId': 'finmb_30727', 'uuid': 'e001efff-db02-3460-b20f-4fe617cf1d65'}"
US,Topics,NASDAQ,"Lincoln Electric Holdings, Inc.",LECO,20230110 092554,,"{'company': ['Lincoln Electric Holdings, Inc.'], 'details': [], 'execs': []}",Industrials,Tools & Accessories,"{'messageBoardId': 'finmb_338562', 'uuid': '6b9497f3-4f18-3eda-890b-75866fcea3d8'}"
US,Topics,NASDAQ,Legend Biotech Corporation,LEGN,20230109 092629,,"{'company': ['Legend Biotech Corporation'], 'details': [], 'execs': []}",Healthcare,Biotechnology,"{'messageBoardId': 'finmb_552805228', 'uuid': 'ccaf9204-94bb-3c10-bdb1-a5d800652e71'}"
US,Topics,NYSE,Lennar Corporation,LEN,20230109 100127,,"{'company': ['Lennar Corporation'], 'details': ['Lennar'], 'execs': ['Richard Beckwitt', 'Beckwitt']}",Consumer Cyclical,Residential Construction,"{'messageBoardId': 'finmb_30763', 'uuid': '6dd2477c-ccab-38da-ba1e-050374b1be17'}"
US,Topics,NYSE,Levi Strauss & Co.,LEVI,20230109 103625,,"{'company': ['Levi Strauss & Co.'], 'details': ['Levi Strauss', ""Levi's""], 'execs': []}",Consumer Cyclical,Apparel Manufacturing,"{'messageBoardId': 'finmb_30773', 'uuid': '96847013-1ce9-370f-a935-041b83769936'}"
US,Topics,NYSE,Laboratory Corporation of America Holdings,LH,20230109 114742,,"{'company': ['Laboratory Corporation of America Holdings'], 'details': ['Laboratory Corporation of America', 'Covance Drug Development', 'LabCorp Diagnostics'], 'execs': ['Adam Schechter', 'Schechter']}",Healthcare,Diagnostics & Research,"{'messageBoardId': 'finmb_30643', 'uuid': '2b9645dc-7a42-3738-ac9f-a5a75117b1c0'}"
US,Topics,NYSE,"L3Harris Technologies, Inc.",LHX,20230109 122241,,"{'company': ['L3Harris Technologies, Inc.', 'Harris Corporation'], 'details': ['L3Harris Technologies', 'L3Harris'], 'execs': ['Christopher Kubasik', 'Kubasik']}",Industrials,Aerospace & Defense,"{'messageBoardId': 'finmb_177934', 'uuid': 'ae03fbcd-be03-3348-b555-f3e68d826c5e'}"
US,Topics,NASDAQ,Li Auto Inc.,LI,20230109 125733,,"{'company': ['Li Auto Inc'], 'details': ['Li Auto', 'Li ONE'], 'execs': ['Xiang Li', 'Li']}",Consumer Cyclical,Auto Manufacturers,"{'messageBoardId': 'finmb_676755414', 'uuid': '14efbb26-a99d-3482-8b99-28957704cb8f'}"
US,Topics,NYSE,Lennox International Inc.,LII,20230109 133243,,"{'company': ['Lennox International Inc.'], 'details': ['Lennox International', 'Lennox', 'Heatcraft Worldwide Refrigeration'], 'execs': ['Alok Maskara', 'Maskara']}",Industrials,Building Products & Equipment,"{'messageBoardId': 'finmb_401541', 'uuid': 'b8ffc513-087e-3e79-8183-3bbf73310d57'}"
US,Topics,NYSE,Linde plc,LIN,20230110 140553,,"{'company': ['Linde'], 'details': ['Praxair', 'Linde Finance'], 'execs': ['Sanjiv Lamba', 'Lamba']}",Basic Materials,Specialty Chemicals,"{'messageBoardId': 'finmb_318049', 'uuid': '90c3fd5e-e0c6-3471-8ac3-9b5f9a4ffae2'}"
US,Topics,NASDAQ,LKQ Corporation,LKQ,20230109 144240,,"{'company': ['LKQ Corporation'], 'details': ['LKQ'], 'execs': ['Dominick Zarcone', 'Zarcone']}",Consumer Cyclical,Auto Parts,"{'messageBoardId': 'finmb_4303924', 'uuid': '6f81a6d8-87b5-3803-bfe7-42ad76e80556'}"
US,Topics,NYSE,Eli Lilly and Company,LLY,20230109 151610,,"{'company': ['Eli Lilly'], 'details': ['Baqsimi', 'Humulin', 'Erbitux', 'Alimta', 'Retevmo', 'Acanthas Pharma', 'Lyumjev', 'Reyvow', 'ARMO Biosciences', 'Verzenio', 'Olumiant and Taltz', 'Alnara Pharmaceuticals', 'Cialis', 'Cymbalta', 'Tyvyt', 'Zyprexa', 'Emgality', 'Avid Radiopharmaceuticals', 'Bamlanivimab'], 'execs': ['David Ricks', 'Ricks']}",Healthcare,Drug Manufacturers—General,"{'messageBoardId': 'finmb_285467', 'uuid': '7b37be39-dfde-3602-b0e4-4d76cf52143b'}"
US,Topics,NYSE,Lockheed Martin Corporation,LMT,20221230 152237,,"{'company': ['Lockheed Martin Corporation'], 'details': ['Lockheed Martin'], 'execs': ['James Taiclet', 'Taiclet']}",Industrials,Aerospace & Defense,"{'messageBoardId': 'finmb_36623', 'uuid': 'cf891d10-f77f-3499-a9a1-8b0ce462546b'}"
US,Topics,NYSE,Lincoln National Corporation,LNC,20221230 155733,,"{'company': ['Lincoln National Corporation'], 'details': ['LINCOLN ALLIANCE', 'LINCOLN DIRECTOR'], 'execs': ['Ellen Cooper', 'Cooper']}",Financial Services,Insurance—Life,"{'messageBoardId': 'finmb_107633', 'uuid': '05184b2f-ec44-3de3-abe5-d5f386d7e1eb'}"
US,Topics,NYSE,"Cheniere Energey, Inc.",LNG,20230102 174108,,"{'company': ['Cheniere Energy, Inc.', 'Cheniere'], 'details': ['Cheniere Energy'], 'execs': ['Jack Fusco', 'Fusco']}",Energy,Oil & Gas Midstream,"{'messageBoardId': 'finmb_374377', 'uuid': '9b244798-3784-3adc-a62a-66abc1c094fe'}"
US,Topics,NASDAQ,Alliant Energy Corporation,LNT,20230110 085115,,"{'company': ['Alliant Energy Corporation'], 'details': ['Interstate Power and Light Company', 'Alliant Energy', 'ATC Holdings', 'Alliant Energy Finance', 'Wisconsin Power and Light Company'], 'execs': ['John Larsen', 'Larsen']}",Utilities,Utilities—Regulated Electric,"{'messageBoardId': 'finmb_312949', 'uuid': '56489bcf-a2c2-383d-9b45-66695ab9698e'}"
US,Topics,NASDAQ,Logitech International S.A.,LOGI,20230110 092554,,"{'company': ['Logitech International S.A.'], 'details': ['Logitech International', 'Logitech'], 'execs': []}",Technology,Computer Hardware,"{'messageBoardId': 'finmb_388005', 'uuid': '43d81dd2-1b10-3c19-aece-660f57375a26'}"
US,Topics,NYSE,"Lowe's Companies, Inc.",LOW,20230110 100040,,"{'company': [""Lowe's Companies, Inc."", ""Lowe's""], 'details': [], 'execs': ['Marvin Ellison', 'Ellison']}",Consumer Cyclical,Home Improvement Retail,"{'messageBoardId': 'finmb_180871', 'uuid': '41bc94cb-d8ee-3ea1-bce0-491b2ac11b88'}"
US,Topics,NASDAQ,LPL Financial Holdings Inc.,LPLA,20230109 100127,,"{'company': ['LPL Financial Holdings Inc.'], 'details': ['LPL Financial Holdings', 'LPL Financial'], 'execs': ['Dan Arnold', 'Arnold']}",Financial Services,Capital Markets,"{'messageBoardId': 'finmb_34120092', 'uuid': 'a0b0316e-1143-35ee-aa46-b2c438bae5ab'}"
US,Topics,NASDAQ,Lam Research Corporation,LRCX,20230109 103625,,"{'company': ['Lam Research Corporation'], 'details': ['Lam Research'], 'execs': ['Timothy Archer', 'Archer']}",Technology,Semiconductor Equipment & Materials,"{'messageBoardId': 'finmb_30655', 'uuid': 'e4500f2f-32ec-313e-8728-0aab1549b6ef'}"
US,Topics,NASDAQ,Lattice Semiconductor Corporation,LSCC,20230109 114742,,"{'company': ['Lattice Semiconductor Corporation'], 'details': [], 'execs': []}",Technology,Semiconductors,"{'messageBoardId': 'finmb_284137', 'uuid': '265a31a8-f210-37fd-a285-4558465aac34'}"
US,Topics,NYSE,"Life Storage, Inc.",LSI,20230109 122241,,"{'company': ['Life Storage, Inc.'], 'details': ['Life Storage'], 'execs': ['Joseph Saffire', 'Saffire']}",Real Estate,REIT—Industrial,"{'messageBoardId': 'finmb_346270', 'uuid': '08bb16f4-9592-397b-8d95-a506bd494910'}"
US,Topics,NYSE,Lightspeed Commerce Inc.,LSPD,20230109 125733,,"{'company': ['Lightspeed Commerce Inc.'], 'details': ['Lightspeed Commerce', 'Lightspeed POS'], 'execs': ['Dax Dasilva', 'Dasilva']}",Technology,Software—Application,"{'messageBoardId': 'finmb_105664036', 'uuid': 'c5b93117-3c12-33d1-a61c-e76c83b98539'}"
US,Topics,NASDAQ,The Liberty SiriusXM Group,LSXMA,20230109 133243,,"{'company': ['Liberty Media Corporation'], 'details': ['Liberty Media', 'Formula 1', 'Formula One', 'Pandora', 'Sirius XM', 'Sirius XM Holdings'], 'execs': ['Gregory Maffei', 'Maffei']}",Communication Services,Broadcasting,"{'messageBoardId': 'finmb_331718879', 'uuid': 'b24b2557-0df9-3de1-9e4b-ae5724a9282f'}"
US,Topics,NYSE,Lufax Holding Ltd,LU,20230110 140553,,"{'company': ['Lufax Holding Ltd'], 'details': ['Lufax Holding', 'Lufax'], 'execs': ['Yong Suk Cho', 'Cho']}",Financial Services,Credit Services,"{'messageBoardId': 'finmb_629684352', 'uuid': '920d0c66-f3d2-3d92-aa6d-590a5d244bd9'}"
US,Topics,NASDAQ,Lululemon Athletica Inc.,LULU,20230109 144240,,"{'company': ['lululemon athletica inc'], 'details': ['lululemon', 'Lululemon', 'MIRROR'], 'execs': ['Calvin McDonald', 'McDonald']}",Consumer Cyclical,Apparel Retail,"{'messageBoardId': 'finmb_34125194', 'uuid': '10638edc-0493-3833-8872-461c8dfb5def'}"
US,Topics,NYSE,"Lumen Technologies, Inc.",LUMN,20230109 151610,,"{'company': ['Lumen Technologies, Inc.'], 'details': ['Lumen Technologies', 'Connect America Fund'], 'execs': ['Jeffrey Storey', 'Storey']}",Communication Services,Telecom Services,"{'messageBoardId': 'finmb_260149', 'uuid': '84587cd7-bce9-3659-8db8-3ad441216691'}"
US,Topics,NYSE,Southwest Airlines Co.,LUV,20221230 152237,,"{'company': ['Southwest Airlines Co.', 'Southwest'], 'details': ['Southwest Airlines', 'EarlyBird Check-In'], 'execs': ['Robert Jordan', 'Jordan']}",Industrials,Airlines,"{'messageBoardId': 'finmb_393488', 'uuid': '53165cfc-fc73-3828-9c77-43899ee16f76'}"
US,Topics,NYSE,Las Vegas Sands Corp.,LVS,20221230 155733,,"{'company': ['Las Vegas Sands Corp.'], 'details': ['Las Vegas Sands', 'The Integrated Resorts', 'Sands Macao', 'Marina Bay Sands', 'Las Vegas Operating Properties', 'Sands China', 'The Londoner Macao', 'The Venetian Macao', 'The Parisian Macao', 'The Plaza Macao and Four Seasons Macao'], 'execs': ['Robert Glen Goldstein', 'Goldstein']}",Consumer Cyclical,Resorts & Casinos,"{'messageBoardId': 'finmb_656458081', 'uuid': '5a070e3e-4810-3f34-80fd-a437bfc5cf82'}"
US,Topics,NYSE,"Lamb Weston Holdings, Inc.",LW,20230102 174108,,"{'company': ['Lamb Weston Holdings'], 'details': ['Lamb Weston', 'Alexia brands'], 'execs': ['Thomas Werner', 'Werner']}",Consumer Defensive,Packaged Foods,"{'messageBoardId': 'finmb_374372246', 'uuid': 'c556331d-e98f-3097-b430-dade00c6c714'}"
US,Topics,NYSE,LyondellBasell Industries N.V.,LYB,20230110 085115,,"{'company': ['LyondellBasell Industries N.V.'], 'details': ['LyondellBasell', 'LyondellBasell Industries', 'O&P-Americas', 'Polyolefins-Europe', 'O&P-EAI', 'Olefins', 'Polyolefins-Americas'], 'execs': ['Peter Vanacker', 'Vanacker']}",Basic Materials,Specialty Chemicals,"{'messageBoardId': 'finmb_792424', 'uuid': 'c877a52d-ceaf-3727-aa11-137fa979685e'}"
US,Topics,NASDAQ,"Lyft, Inc.",LYFT,20230110 092554,,"{'company': ['Lyft, Inc.'], 'details': ['Lyft', 'Lyft Rentals', 'Lyft Driver Centers and Lyft Auto Care', 'Flexdrive'], 'execs': ['Logan Green', 'Green']}",Technology,Software—Application,"{'messageBoardId': 'finmb_58995029', 'uuid': '04f7d4be-cf6b-3a7c-9d43-2b29054b7ffc'}"
US,Topics,NYSE,"Live Nation Entertainment, Inc.",LYV,20230110 100040,,"{'company': ['Live Nation Entertainment, Inc.'], 'details': ['Live Nation Entertainment', 'Live Nation'], 'execs': ['Michael Rapino', 'Rapino']}",Communication Services,Entertainment,"{'messageBoardId': 'finmb_384687', 'uuid': '1aa099bd-7979-3787-a75f-cd7102e44fd4'}"
US,Topics,NYSE,Mastercard Incorporated,MA,20230110 103543,,"{'company': ['Mastercard Incorporated'], 'details': ['MasterCard', 'Maestro'], 'execs': ['Michael Miebach', 'Miebach']}",Financial Services,Credit Services,"{'messageBoardId': 'finmb_6477196', 'uuid': '2a603965-5313-3f5d-ab1e-43523b62c374'}"
US,Topics,NYSE,"Mid-America Apartment Communities, Inc.",MAA,20230109 111055,,"{'company': ['Mid-America Apartment Communities, Inc.'], 'details': ['Mid-America Apartment Communities', 'Mid-America Apartments'], 'execs': ['Eric Bolton', 'Bolton']}",Real Estate,REIT—Residential,"{'messageBoardId': 'finmb_332358', 'uuid': 'cc2464bb-73dc-32d9-ae28-eecc01e27c56'}"
US,Topics,NASDAQ,"Manhattan Associates, Inc.",MANH,20230109 114742,,"{'company': ['Manhattan Associates, Inc.'], 'details': [], 'execs': []}",Technology,Software—Application,"{'messageBoardId': 'finmb_382975', 'uuid': 'bca2d3cb-5792-36d8-9daa-75bfcd1248ab'}"
US,Topics,NASDAQ,"Marriott International, Inc.",MAR,20230109 122241,,"{'company': ['Marriott International, Inc.'], 'details': ['Marriott International', 'Sheraton', 'Delta Hotels', 'Gaylord Hotels', 'Residence Inn', 'Fairfield by Marriott', 'Protea Hotels', 'Aloft', 'AC Hotels', 'Le Meridien', 'Tribute Portfolio', 'Ritz-Carlton', 'SpringHill Suites', 'Four Points', 'Westin', 'Marriott Hotels', 'St. Regis', 'Autograph Collection', 'Design Hotels', 'The Luxury Collection', 'TownePlace Suites', 'Courtyard', 'Marriott Vacation Club', 'W Hotels', 'Marriott Executive Apartments', 'JW Marriott'], 'execs': ['Anthony Capuano', 'Capuano']}",Consumer Cyclical,Lodging,"{'messageBoardId': 'finmb_31148', 'uuid': '6ab04619-82f8-3fe5-bc6c-71e6faef45b3'}"
US,Topics,NYSE,Masco Corporation,MAS,20230109 125733,,"{'company': ['Masco Corporation'], 'details': ['Masco', 'WALTEC', 'AXOR', 'BRIZO', 'KILZ', 'STEAMIST', 'WHIZZ', 'NEWPORT BRASS', 'BEHR', 'HANSGROHE', 'DELTA', 'KRAUS', 'EASY DRAIN', 'BRASSTECH', 'PEERLESS', 'Elder & Jenks'], 'execs': ['Keith Allman', 'Allman']}",Industrials,Building Products & Equipment,"{'messageBoardId': 'finmb_181478', 'uuid': 'da2095b2-87cd-3add-81d6-3933d7ec428d'}"
US,Topics,NASDAQ,Masimo Corporation,MASI,20230109 133243,,"{'company': ['Masimo Corporation'], 'details': ['Masimo', 'Pulse CO-Oximeters', 'UniView', 'iSirona', 'Halo ION', 'Masimo SafetyNet', 'MightySat', 'Patient SafetyNet', 'Radius-7', 'Radius PPG', 'Rad-67'], 'execs': ['Joseph Kiani', 'Kiani']}",Healthcare,Medical Instruments & Supplies,"{'messageBoardId': 'finmb_31167', 'uuid': 'e632c796-2b7c-370d-8fe5-85eca27f2bf0'}"
US,Topics,NASDAQ,"Mattel, Inc.",MAT,20230110 140553,,"{'company': ['Mattel, Inc.'], 'details': [], 'execs': []}",Consumer Cyclical,Leisure,"{'messageBoardId': 'finmb_31197', 'uuid': 'f0c2c0ca-8640-37cc-ae21-a7ea2c1b1fdd'}"
US,Topics,NASDAQ,Mobileye Global Inc.,MBLY,20230109 144240,,"{'company': ['Mobileye Global Inc.'], 'details': ['Mobileye Glocal', 'Mobileye'], 'execs': []}",Consumer Cyclical,Auto Parts,"{'messageBoardId': 'finmb_1802801041', 'uuid': '5d9923ab-36d9-3912-933f-d80933f1cb52'}"
US,Topics,NYSE,McDonald's Corporation,MCD,20230109 151610,,"{'company': [""McDonald's Corporation"", ""McDonald's""], 'details': ['McDonald', 'Filet-O-Fish', 'McCafe', 'Big Mac'], 'execs': ['Christopher Kempczinski', 'Kempczinski']}",Consumer Cyclical,Restaurants,"{'messageBoardId': 'finmb_139488', 'uuid': '23d8bc2b-33aa-36cd-80f6-61c9e181ef67'}"
US,Topics,NASDAQ,Microchip Technology Incorporated,MCHP,20221230 152237,,"{'company': ['Microchip Technology Incorporated'], 'details': ['Microchip Technology'], 'execs': ['Ganesh Moorthy', 'Moorthy']}",Technology,Semiconductors,"{'messageBoardId': 'finmb_19109', 'uuid': '5554c816-eaa6-3201-a8cd-fa94a171542a'}"
US,Topics,NYSE,McKesson Corporation,MCK,20221230 155733,,"{'company': ['McKesson Corporation'], 'details': ['McKesson', 'RelayHealth', 'RxCrossroads', 'McKesson Prescription Automation', 'CoverMyMeds'], 'execs': ['Brian Scott Tyler', 'Tyler']}",Healthcare,Medical Distribution,"{'messageBoardId': 'finmb_876067', 'uuid': 'd09068e6-99a2-3b13-b199-36bf6d44289f'}"
US,Topics,NYSE,Moody's Corporation,MCO,20230102 174108,,"{'company': [""Moody's Corporation""], 'details': [""Moody's"", ""Moody's Analytics"", ""Moody's Investors Service""], 'execs': ['Robert Fauber', 'Fauber']}",Financial Services,Financial Data & Stock Exchanges,"{'messageBoardId': 'finmb_528325', 'uuid': 'fdb45b39-99a9-3295-8ad4-ce7182e47d9a'}"
US,Topics,NASDAQ,"MongoDB, Inc.",MDB,20230110 085115,,"{'company': ['MongoDB, Inc.'], 'details': ['MongoDB', 'MongoDB Enterprise Advanced', 'MongoDB Enterprise Server', 'MongoDB Atlas'], 'execs': ['Dev Ittycheria', 'Ittycheria']}",Technology,Software—Infrastructure,"{'messageBoardId': 'finmb_46952162', 'uuid': '6c152faa-4bbc-39a0-87fc-7c608b6583a5'}"
US,Topics,NASDAQ,"Mondelez International, Inc.",MDLZ,20230110 092554,,"{'company': ['Mondelez International, Inc.'], 'details': ['Mondelez International', 'Mondelez', 'Milka', 'Toblerone', 'Cadbury', 'Oreo', 'Mondelez Oesterreich Production', 'LU biscuits', 'belVita', 'Halls candy', 'Trident', 'Mondelez Argentina', 'Mondelez Australia Holdings', 'Mondelez Australia'], 'execs': ['Dirk Van De Put', 'Put']}",Consumer Defensive,Confectioners,"{'messageBoardId': 'finmb_739693', 'uuid': '0e927b24-3ec8-31b1-b90c-dd96b07a0070'}"
US,Topics,NYSE,Medtronic plc,MDT,20230110 100040,,"{'company': ['Medtronic Public Limited Company'], 'details': ['Medtronic'], 'execs': ['Omar Syed Ishrak', 'Ishrak']}",Healthcare,Medical Devices,"{'messageBoardId': 'finmb_31348', 'uuid': 'c9b9ae1b-4267-324d-8899-95d8371bbb3b'}"
